[Data]
	C.O.V. Position									Rover Pose			Bogey Angles		Wheel position												time
	X			Y			Z			Pose			Right Bogey Angle	Left Bogey Angle	Left Front			Left Rear			Right Front			Right Rear			time
Index	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Acceleration	Velocity	Position	Pitch	Yaw	Roll	Right	Left	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	Series
3659	-415.393066	-1.309204	293.305878	210.058594	2.946167	187.191727		-12.114944	21.232481	87.149696	1.329653	-0.952047	179.307129	0.580304	35.884842	111.553185	-134.806152	40.286186	114.028557	198.316376	553.459656	113.305847	-144.753967	557.078491	107.285728	189.168915	60.966667
3660	502.294922	7.062378	293.423584	-378.643799	-3.364563	187.135651		-9.494247	21.074244	87.166313	1.294241	-0.923210	179.348953	0.536869	35.873104	111.544151	-134.999298	40.318069	113.997391	198.027985	553.458984	113.352043	-145.018341	557.118469	107.320564	188.974670	60.983334
3661	-406.054688	0.294800	293.428497	244.226074	0.705872	187.147415		-15.496674	20.815966	87.187523	1.265817	-0.878917	179.382065	0.498763	35.869274	111.551178	-135.219177	40.366959	113.957603	197.747742	553.455750	113.386612	-145.283997	557.147766	107.356689	188.798279	61.000000
3662	1398.229980	23.598633	293.821808	483.728027	8.768005	187.293549		-17.316170	20.527363	87.209404	1.248264	-0.824738	179.401413	0.471799	35.872181	111.574646	-135.466064	40.420967	113.911201	197.483795	553.455322	113.412033	-145.544891	557.164185	107.390320	188.627197	61.016666
3663	-127.221680	21.478271	294.179779	-110.247803	6.930542	187.409058		-22.945747	20.144934	87.226692	1.243365	-0.769097	179.404938	0.459494	35.879131	111.613762	-135.736786	40.467991	113.867455	197.243652	553.457397	113.428993	-145.793579	557.164734	107.416130	188.449280	61.033333
3664	-2645.397949	-22.611694	293.802917	-570.190430	-2.572632	187.366180		-9.750481	19.982426	87.234894	1.250602	-0.720452	179.394089	0.462371	35.886078	111.665680	-136.022461	40.498474	113.839828	197.034363	553.455322	113.434608	-146.022339	557.147156	107.429695	188.256500	61.049999
3665	1405.480957	0.812988	293.816467	-18.292236	-2.877502	187.318222		-7.725220	19.853672	87.232140	1.267314	-0.684990	179.373138	0.477985	35.888317	111.724716	-136.308167	40.506710	113.839828	196.860168	553.440735	113.424805	-146.226135	557.111572	107.429977	188.045990	61.066666
3666	668.298340	11.951294	294.015656	-2.966309	-2.926941	187.269440		-19.414101	19.530104	87.219727	1.289216	-0.665770	179.347900	0.501631	35.882225	111.782104	-136.576813	40.491386	113.871124	196.719727	553.408813	113.398552	-146.405396	557.061951	107.419891	187.820343	61.083332
3667	-695.434570	0.360718	294.021667	297.235107	2.026978	187.303223		-18.959427	19.214113	87.201180	1.311411	-0.663435	179.324036	0.527741	35.867100	111.827515	-136.814789	40.455372	113.927055	196.604950	553.361572	113.360466	-146.568298	557.004700	107.404274	187.585815	61.099998
3668	-265.979004	-4.072266	293.953796	-517.071533	-6.590881	187.193375		-3.491821	19.155916	87.180862	1.329552	-0.676604	179.305679	0.551323	35.845806	111.852150	-137.017334	40.404865	113.992538	196.502258	553.306702	113.320175	-146.728882	556.946899	107.387253	187.350159	61.116665
3669	315.856934	1.192017	293.973663	484.991455	1.492310	187.218246		-17.272110	18.868048	87.163239	1.340824	-0.701491	179.294830	0.569042	35.823971	111.851547	-137.190002	40.348087	114.049141	196.395325	553.254761	113.289154	-146.902283	556.894592	107.371170	187.119598	61.133335
3670	-976.354980	-15.080566	293.722321	-553.491211	-7.732544	187.089371		-3.371429	18.811857	87.151810	1.344124	-0.732390	179.291794	0.579350	35.808094	111.826538	-137.347107	40.293728	114.081261	196.268005	553.215088	113.276611	-147.098389	556.853027	107.357368	186.896576	61.150002
3671	840.234375	-1.076660	293.704376	277.130127	-3.113708	187.037476		-0.428238	18.804720	87.148376	1.339831	-0.762874	179.295975	0.582048	35.802757	111.782906	-137.508301	40.249420	114.081131	196.107117	553.192505	113.285614	-147.317871	556.826477	107.347214	186.677460	61.166668
3672	-353.540039	-6.968994	293.588226	466.589355	4.662781	187.115189		-31.725655	18.275959	87.152092	1.329569	-0.788147	179.306458	0.577729	35.807648	111.730568	-137.693542	40.220695	114.051033	195.905060	553.185730	113.311035	-147.553375	556.818054	107.342003	186.453705	61.183334
3673	596.557617	2.973633	293.637787	195.996094	7.929382	187.247345		-25.131111	17.857107	87.160072	1.316043	-0.806436	179.321854	0.567471	35.816368	111.682076	-137.917297	40.210739	114.002045	195.661255	553.187866	113.341003	-147.794098	556.828735	107.342339	186.216461	61.200001
3674	-411.877441	-3.890991	293.572937	-883.520508	-6.795959	187.134079		-5.841179	17.759754	87.168671	1.302604	-0.819463	179.339920	0.552823	35.818882	111.649315	-138.182983	40.220238	113.949684	195.381866	553.189758	113.361572	-148.031586	556.855835	107.348152	185.963470	61.216667
3675	237.744141	0.071411	293.574127	800.573730	6.546936	187.243195		-10.699883	17.581423	87.175087	1.292456	-0.830748	179.357925	0.536138	35.807129	111.638916	-138.480103	40.246361	113.908241	195.078186	553.183655	113.362778	-148.262360	556.893982	107.359451	185.701996	61.233334
3676	-42.077637	-0.629883	293.563629	-480.871582	-1.467590	187.218735		-2.892265	17.533218	87.177757	1.287490	-0.843848	179.373322	0.520530	35.780289	111.649162	-138.785706	40.281338	113.886009	194.764923	553.166443	113.342712	-148.487488	556.936340	107.377052	185.445190	61.250000
3677	-900.988770	-15.646362	293.302856	-21.972656	-1.833801	187.188171		-11.375656	17.343624	87.175987	1.288047	-0.860741	179.384476	0.509678	35.745712	111.670845	-139.072205	40.313168	113.883224	194.458466	553.139954	113.308319	-148.710175	556.976990	107.402130	185.203552	61.266666
3678	968.005371	0.487061	293.310974	-31.915283	-2.365723	187.148743		-17.899933	17.045292	87.169617	1.293248	-0.881266	179.390610	0.506667	35.714725	111.692184	-139.317963	40.330051	113.893036	194.172852	553.109436	113.272919	-148.934265	557.011536	107.434731	184.979126	61.283333
3679	-121.289063	-1.534424	293.285400	439.068604	4.952087	187.231277		-16.162834	16.775911	87.158966	1.301797	-0.903557	179.391327	0.512688	35.696438	111.704567	-139.516846	40.326534	113.904793	193.914642	553.080933	113.251892	-149.164459	557.036011	107.471794	184.765167	61.299999
3680	-592.602539	-11.411133	293.095215	-654.730225	-5.960083	187.131943		1.660652	16.803589	87.145210	1.312243	-0.924391	179.386444	0.526128	35.694027	111.705429	-139.680359	40.306618	113.908020	193.679871	553.059204	113.257324	-149.405823	557.045654	107.506554	184.551025	61.316666
3681	747.509766	1.047363	293.112671	416.491699	0.981445	187.148300		-22.637329	16.426300	87.130051	1.322726	-0.939797	179.376556	0.542850	35.705139	111.697151	-139.831390	40.281040	113.895988	193.456726	553.046387	113.293381	-149.661530	557.035278	107.530472	184.328003	61.333332
3682	-725.976563	-11.052246	292.928467	-362.384033	-5.058289	187.063995		-10.487480	16.251509	87.115120	1.330812	-0.946082	179.363571	0.557742	35.724991	111.683838	-139.993317	40.260521	113.868286	193.232880	553.042114	113.354584	-149.929138	557.001404	107.537636	184.093079	61.349998
3683	1435.363770	12.870483	293.142975	170.068359	-2.223816	187.026932		-15.883598	15.986782	87.101273	1.334281	-0.941401	179.350372	0.567030	35.749283	111.668785	-140.180206	40.249912	113.832062	193.003662	553.043945	113.428223	-150.199860	556.946167	107.528862	183.850159	61.366665
3684	-899.450684	-2.120361	293.107635	547.283936	6.897583	187.141891		-23.867054	15.588998	87.088661	1.332414	-0.926907	179.339752	0.569922	35.775028	111.654007	-140.393829	40.246979	113.800537	192.775116	553.048828	113.499672	-150.461365	556.878540	107.511963	183.608246	61.383335
3685	935.595703	13.472900	293.332184	-276.306152	2.292480	187.180099		-14.735870	15.343400	87.077431	1.326716	-0.906472	179.333023	0.568540	35.799355	111.641380	-140.627411	40.245678	113.787872	192.559296	553.054382	113.557205	-150.704407	556.812683	107.497536	183.377747	61.400002
3686	-304.650879	8.395386	293.472107	-7.470703	2.167969	187.216232		-6.831207	15.229547	87.068588	1.320217	-0.884901	179.329834	0.566132	35.818077	111.633644	-140.872681	40.240799	113.802689	192.364594	553.059082	113.594360	-150.928406	556.762573	107.493011	183.164795	61.416668
3687	-298.718262	3.416748	293.529053	-433.410645	-5.055542	187.131973		-14.113541	14.994321	87.063896	1.315865	-0.865505	179.328934	0.564976	35.825905	111.633942	-141.125153	40.230919	113.844048	192.187561	553.062073	113.609863	-151.142822	556.736877	107.499405	182.967102	61.433334
3688	-1387.243652	-19.703979	293.200653	187.481689	-1.930847	187.099792		-18.530102	14.685486	87.064728	1.315386	-0.849060	179.328613	0.565478	35.818531	111.643776	-141.384430	40.219028	113.902214	192.012268	553.063293	113.606339	-151.363098	556.735657	107.512222	182.772430	61.450001
3689	887.365723	-4.914551	293.118744	193.524170	1.294556	187.121368		-4.072266	14.617615	87.070702	1.318951	-0.834724	179.327484	0.566499	35.795189	111.661247	-141.651062	40.211525	113.963173	191.817444	553.063110	113.588860	-151.602661	556.751953	107.525360	182.563904	61.466667
3690	1491.503906	19.943848	293.451141	559.204102	10.614624	187.298279		-25.946388	14.185175	87.079521	1.325834	-0.821682	179.324600	0.566741	35.760143	111.681343	-141.923828	40.215633	114.014343	191.587311	553.062256	113.563469	-151.865723	556.776550	107.535065	182.327942	61.483334
3691	-1487.988281	-4.855957	293.370209	-873.028564	-3.935852	187.232681		-10.382252	14.012137	87.088295	1.334587	-0.810386	179.320190	0.565563	35.722412	111.698242	-142.199585	40.235619	114.048950	191.319397	553.061401	113.535896	-152.144531	556.802856	107.541962	182.062103	61.500000
3692	575.354004	4.733276	293.449097	261.199951	0.417480	187.239639		-21.151657	13.659610	87.095314	1.343081	-0.802082	179.316162	0.563225	35.693714	111.707718	-142.475220	40.269508	114.067711	191.025299	553.060547	113.510643	-152.423279	556.829285	107.549789	181.776093	61.516666
3693	-686.315918	-6.705322	293.337341	-398.419189	-6.222839	187.135925		-3.682709	13.598231	87.100166	1.348694	-0.798191	179.315338	0.560480	35.684761	111.707893	-142.748688	40.308807	114.077454	190.725403	553.060181	113.490959	-152.685669	556.857422	107.561943	181.485962	61.533333
3694	590.515137	3.136597	293.389618	612.927246	3.992615	187.202469		-18.113594	13.296338	87.102486	1.349366	-0.800190	179.319580	0.558260	35.700783	111.698441	-143.017456	40.341782	114.087502	190.441132	553.061707	113.479202	-152.922302	556.887329	107.578461	181.204895	61.549999
3695	-294.543457	-1.772461	293.360077	-152.435303	1.452026	187.226669		-26.679726	12.851676	87.100983	1.344989	-0.809208	179.328033	0.557647	35.738377	111.680122	-143.276917	40.358402	114.105469	190.187256	553.067017	113.476746	-153.134186	556.914917	107.596123	180.937164	61.566666
3696	747.290039	10.682373	293.538116	-392.816162	-5.094910	187.141754		-12.760563	12.639000	87.093994	1.337462	-0.825071	179.337326	0.559285	35.785961	111.655258	-143.520020	40.354359	114.134285	189.966431	553.076416	113.483032	-153.331604	556.932434	107.611000	180.678253	61.583332
3697	-677.966309	-0.617065	293.527832	429.071045	2.056274	187.176025		-16.623688	12.361938	87.081017	1.329530	-0.845022	179.343811	0.562747	35.828384	111.627907	-143.740479	40.332546	114.171379	189.767853	553.087341	113.494385	-153.529938	556.932068	107.621033	180.420898	61.599998
3698	-743.774414	-13.013306	293.310944	-402.099609	-4.645386	187.098602		-10.215454	12.191681	87.064178	1.323152	-0.862967	179.345428	0.566216	35.853329	111.602585	-143.937012	40.301907	114.209938	189.571594	553.095154	113.503952	-153.743073	556.909790	107.626907	180.161316	61.616665
3699	-530.639648	-21.857300	292.946655	63.281250	-3.590698	187.038757		-7.989693	12.058519	87.047813	1.318978	-0.871676	179.342514	0.567357	35.855602	111.582077	-144.115387	40.273964	114.241356	189.357697	553.095764	113.503410	-153.978455	556.868042	107.631363	179.902618	61.633335
3700	1998.413086	11.449585	293.137482	242.303467	0.447693	187.046219		-21.549110	11.699368	87.036835	1.317307	-0.866615	179.336182	0.565142	35.837101	111.566086	-144.286743	40.257973	114.258339	189.115570	553.088379	113.485817	-154.234680	556.815063	107.637947	179.653015	61.650002
3701	-309.484863	6.291504	293.242340	-175.671387	-2.480164	187.004883		-1.949844	11.666870	87.034569	1.319167	-0.849034	179.327087	0.561202	35.803795	111.551537	-144.464386	40.256664	114.258224	188.848969	553.075195	113.448547	-154.502502	556.762634	107.649940	179.421265	61.666668
3702	420.886230	13.306274	293.464111	517.346191	6.142273	187.107254		-14.122181	11.431500	87.041138	1.326055	-0.825881	179.315109	0.559209	35.762936	111.534073	-144.660980	40.265442	114.245018	188.573090	553.060181	113.394913	-154.768829	556.722046	107.669586	179.211548	61.683334
3703	-776.733398	0.360718	293.470123	-269.989014	1.642456	187.134628		-20.833797	11.084270	87.053108	1.338524	-0.806457	179.300476	0.562550	35.721870	111.509926	-144.885986	40.276154	114.227814	188.305237	553.046631	113.334084	-155.022522	556.699829	107.697372	179.020996	61.700001
3704	-68.444824	-0.780029	293.457123	266.912842	6.091003	187.236145		-28.125629	10.615510	87.065186	1.354730	-0.797490	179.284698	0.571690	35.687286	111.477753	-145.143341	40.282684	114.215668	188.054016	553.036865	113.279373	-155.259644	556.695435	107.731209	178.839722	61.716667
3705	-68.005371	-1.913452	293.425232	-286.413574	1.317444	187.258102		-31.991673	10.082315	87.072647	1.370727	-0.800205	179.270233	0.583628	35.663651	111.439751	-145.429260	40.283981	114.212631	187.815063	553.033142	113.245239	-155.485046	556.701904	107.765938	178.654968	61.733334
3706	-371.667480	-8.107910	293.290100	-178.967285	-1.665344	187.230347		2.317257	10.120936	87.073769	1.382185	-0.810427	179.259613	0.593630	35.651897	111.400864	-145.731995	40.282673	114.216766	187.575317	553.037415	113.242714	-155.709473	556.710876	107.794022	178.455841	61.750000
3707	462.744141	-0.395508	293.283508	-142.108154	-4.033813	187.163116		-7.788277	9.991132	87.069992	1.386435	-0.821491	179.254593	0.598025	35.649895	111.366554	-146.034271	40.281593	114.222786	187.321991	553.050110	113.274551	-155.944153	556.718140	107.807976	178.236816	61.766666
3708	-235.876465	-4.326782	293.211395	395.013428	2.549744	187.205612		-15.008869	9.740984	87.064301	1.383181	-0.828242	179.256378	0.595677	35.654381	111.340729	-146.318268	40.281639	114.225319	187.049225	553.067749	113.332458	-156.195892	556.725830	107.803741	177.997986	61.783333
3709	72.399902	-3.120117	293.159393	-18.896484	2.234802	187.242859		-17.030411	9.457144	87.058937	1.374040	-0.829638	179.265305	0.587849	35.662659	111.325302	-146.571411	40.281906	114.220909	186.758301	553.083801	113.399063	-156.465057	556.739380	107.783081	177.743011	61.799999
3710	660.717773	7.891846	293.290924	49.108887	3.053284	187.293747		-13.815136	9.226892	87.054420	1.361320	-0.828494	179.280899	0.576888	35.672962	111.320923	-146.791138	40.280594	114.209358	186.455322	553.090881	113.454643	-156.745758	556.762146	107.753128	177.475922	61.816666
3711	14.501953	8.133545	293.426483	-3.076172	3.002014	187.343781		-11.956387	9.027618	87.050079	1.346998	-0.828483	179.301422	0.565097	35.684143	111.327484	-146.986572	40.275169	114.194855	186.149963	553.085571	113.485168	-157.028320	556.792114	107.723061	177.199463	61.833332
3712	-1568.957520	-18.015747	293.126221	-289.599609	-1.824646	187.313370		-5.332947	8.938736	87.045540	1.332702	-0.831209	179.323761	0.554697	35.695473	111.344254	-147.175903	40.262123	114.185524	185.856079	553.070374	113.487198	-157.302277	556.822815	107.699974	176.915009	61.849998
3713	893.737793	-3.120117	293.074219	-236.315918	-5.763245	187.217316		-1.349545	8.916244	87.041115	1.320210	-0.835285	179.343567	0.548196	35.706833	111.369392	-147.380524	40.237705	114.190285	185.590363	553.052490	113.466927	-157.559509	556.846802	107.686462	176.625183	61.866665
3714	912.414551	12.086792	293.275665	501.580811	2.596436	187.260590		-40.068512	8.248435	87.037140	1.311797	-0.838043	179.356339	0.548405	35.718811	111.399155	-147.617188	40.199806	114.214264	185.366791	553.039429	113.434441	-157.797119	556.858582	107.681084	176.336029	61.883335
3715	-881.103516	-2.598267	293.232361	-420.996094	-4.420166	187.186920		-24.160051	7.845767	87.033051	1.309585	-0.838318	179.359070	0.557248	35.731819	111.427185	-147.891113	40.150089	114.255798	185.189423	553.034424	113.397369	-158.018036	556.856262	107.680695	176.056671	61.900002
3716	277.294922	2.023315	293.266083	503.228760	3.966980	187.253036		-12.230816	7.641921	87.027161	1.314115	-0.837788	179.351944	0.573942	35.744423	111.445259	-148.193634	40.094612	114.307198	185.048187	553.035278	113.357941	-158.230591	556.842163	107.683083	175.795593	61.916668
3717	458.898926	9.671631	293.427277	-154.193115	1.397095	187.276321		-25.202093	7.221886	87.017799	1.323631	-0.840008	179.338745	0.594433	35.752502	111.445862	-148.506531	40.042171	114.358414	184.920471	553.036865	113.314697	-158.445007	556.822571	107.688370	175.556366	61.933334
3718	-674.560547	-1.571045	293.401093	-565.576172	-8.029175	187.142502		1.224518	7.242294	87.004753	1.334528	-0.847950	179.325195	0.612631	35.750809	111.425209	-148.809814	40.001450	114.400978	184.778107	553.035278	113.266693	-158.669556	556.805786	107.698792	175.335846	61.950001
3719	-608.752441	-11.716919	293.205811	520.971680	0.653687	187.153397		-16.904240	6.960557	86.990128	1.342953	-0.861772	179.316452	0.623002	35.736435	111.384727	-149.088654	39.978779	114.429955	184.596497	553.029419	113.216423	-158.906952	556.798218	107.716972	175.125916	61.966667
3720	286.413574	-6.943359	293.090088	-203.247070	-2.733765	187.107834		-4.576521	6.884282	86.977623	1.345930	-0.878410	179.315262	0.622250	35.711414	111.330292	-149.335846	39.977551	114.443825	184.362732	553.020996	113.169655	-159.153015	556.800354	107.743408	174.917480	61.983334
3721	596.118164	2.991943	293.139954	226.153564	1.035461	187.125092		-11.365471	6.694857	86.971031	1.342047	-0.892767	179.321289	0.609934	35.682568	111.270058	-149.552795	39.998611	114.443481	184.079010	553.012451	113.133003	-159.398987	556.804443	107.774651	174.704071	62.000000
3722	-667.639160	-8.135376	293.004364	-543.878174	-8.029175	186.991272		-4.155207	6.625604	86.972351	1.331820	-0.900180	179.331467	0.588428	35.658798	111.212112	-149.748962	40.039989	114.431816	183.761963	553.005737	113.111473	-159.635559	556.797791	107.803757	174.484344	62.016666
3723	698.181152	3.500977	293.062714	718.450928	3.945007	187.057022		-18.609209	6.315450	86.980240	1.317965	-0.898898	179.340988	0.562885	35.647682	111.162415	-149.939606	40.095451	114.413849	183.437317	553.002258	113.106819	-159.858307	556.769409	107.822945	174.260925	62.033333
3724	-634.790039	-7.078857	292.944733	-36.914063	3.329773	187.112518		-25.803080	5.885399	86.990059	1.304808	-0.891581	179.344955	0.540324	35.652946	111.123604	-150.140686	40.153847	114.396164	183.131073	553.002686	113.116333	-160.070038	556.716736	107.827187	174.037659	62.049999
3725	1042.163086	10.290527	293.116241	-249.169922	-0.823059	187.098801		-20.223856	5.548335	86.995583	1.297015	-0.884981	179.340454	0.527673	35.673336	111.094872	-150.362671	40.201653	114.384834	182.858276	553.006226	113.132011	-160.280182	556.648499	107.816490	173.815308	62.066666
3726	830.786133	24.136963	293.518524	417.755127	6.139526	187.201126		-26.583652	5.105274	86.992157	1.297860	-0.886347	179.327454	0.529063	35.702801	111.073158	-150.606964	40.228355	114.382301	182.616150	553.010559	113.141632	-160.500671	556.581360	107.795952	173.589539	62.083332
3727	-1770.336914	-5.368652	293.429047	-521.411133	-2.550659	187.158615		-8.072634	4.970730	86.979668	1.307964	-0.898898	179.308823	0.544005	35.731831	111.054802	-150.866882	40.230782	114.385590	182.386841	553.013306	113.132919	-160.740967	556.533203	107.773758	173.352203	62.099998
3728	-1548.083496	-31.170044	292.909546	-470.324707	-10.389404	186.985458		5.306396	5.059170	86.963127	1.325013	-0.919061	179.289017	0.567578	35.750141	111.036636	-151.132446	40.213085	114.387543	182.150055	553.013245	113.099304	-161.003723	556.515747	107.758194	173.095490	62.116665
3729	1695.300293	-2.915039	292.860962	449.670410	-2.894897	186.937210		-17.829952	4.762004	86.949600	1.344424	-0.938738	179.272766	0.592521	35.750164	111.016327	-151.395508	40.182503	114.380936	181.895996	553.010376	113.043541	-161.282440	556.530579	107.754501	172.816895	62.133335
3730	25.817871	-2.484741	292.819550	109.259033	-1.073914	186.919312		-7.199678	4.642009	86.943916	1.360838	-0.950581	179.264099	0.612150	35.729942	110.992584	-151.651886	40.144299	114.362999	181.630066	553.004700	112.976669	-161.562897	556.570190	107.762550	172.522705	62.150002
3731	965.588379	13.608398	293.046356	516.302490	7.531128	187.044830		-41.165443	3.955919	86.945801	1.369797	-0.952202	179.265411	0.622595	35.694050	110.965981	-151.900940	40.099709	114.337532	181.366943	552.995483	112.913193	-161.827911	556.621704	107.776680	172.227203	62.166668
3732	-684.887695	2.193604	293.082916	-474.664307	-0.379944	187.038498		-17.496071	3.664317	86.950912	1.368922	-0.946333	179.277237	0.623338	35.652046	110.939270	-152.144775	40.047943	114.313339	181.120178	552.981567	112.865524	-162.064423	556.672546	107.788673	171.948334	62.183334
3733	-61.633301	1.166382	293.102356	45.043945	0.370789	187.044678		-4.478517	3.589675	86.954414	1.357938	-0.936998	179.298615	0.615912	35.615124	110.916466	-152.387451	39.990105	114.299713	180.894562	552.963074	112.840294	-162.268890	556.715210	107.792130	171.700195	62.200001
3734	-610.949707	-9.016113	292.952087	-34.387207	-0.202332	187.041306		-6.791081	3.476491	86.954269	1.338302	-0.926098	179.327072	0.602397	35.592392	110.900986	-152.633606	39.931808	114.301529	180.684387	552.943542	112.837357	-162.448730	556.747375	107.785225	171.486694	62.216667
3735	-164.245605	-11.753540	292.756195	-515.863037	-8.800049	186.894638		-13.443875	3.252426	86.951996	1.312861	-0.912503	179.358734	0.584644	35.588196	110.894440	-152.885559	39.882904	114.316559	180.476685	552.928833	112.850746	-162.619934	556.769104	107.770264	171.299042	62.233334
3736	1651.904297	15.778198	293.019165	665.222168	2.286987	186.932755		-29.611832	2.758896	86.950882	1.285941	-0.894389	179.387985	0.564711	35.601059	110.896706	-153.140839	39.854675	114.336693	180.256805	552.924438	112.871101	-162.801666	556.779053	107.751106	171.119446	62.250000
3737	-617.761230	5.482178	293.110535	-150.567627	-0.222473	186.929047		-6.514306	2.650324	86.953354	1.263240	-0.871842	179.408142	0.545585	35.624313	110.906799	-153.392548	39.855911	114.352600	180.014343	552.932251	112.888840	-163.011169	556.773376	107.731071	170.928986	62.266666
3738	-566.235352	-3.955078	293.044617	38.726807	0.422974	186.936096		-7.862234	2.519287	86.959160	1.251172	-0.848259	179.412521	0.531570	35.648117	110.923203	-153.632538	39.889111	114.359146	179.747650	552.949463	112.897476	-163.258301	556.747742	107.712364	170.716034	62.283333
3739	1287.707520	17.506714	293.336395	489.770508	8.585815	187.079193		-36.497189	1.911000	86.965469	1.254818	-0.829312	179.396713	0.527165	35.662582	110.943306	-153.856293	39.948269	114.358437	179.466003	552.971130	112.895882	-163.542236	556.700623	107.696571	170.480591	62.299999
3740	-1490.185547	-7.329712	293.214233	-1002.282715	-8.118896	186.943878		-16.110456	1.642493	86.968590	1.275349	-0.820631	179.360855	0.534913	35.661171	110.962639	-154.065430	40.019611	114.358475	179.187988	552.993347	112.888519	-163.850616	556.635071	107.684715	170.233032	62.316666
3741	730.700684	4.848633	293.295044	359.912109	-2.120361	186.908539		-3.235438	1.588569	86.966049	1.308377	-0.825470	179.310959	0.553448	35.643181	110.974930	-154.266785	40.085587	114.368103	178.934235	553.014893	112.882744	-164.163452	556.558960	107.676605	169.987854	62.333332
3742	-304.211426	-0.221558	293.291351	290.588379	2.722778	186.953918		-18.821161	1.274883	86.957939	1.344690	-0.842810	179.257996	0.577241	35.614220	110.973190	-154.468750	40.130756	114.391373	178.717682	553.036377	112.884148	-164.460022	556.482910	107.670334	169.757019	62.349998
3743	-834.521484	-14.130249	293.055847	-380.621338	-3.620911	186.893570		-0.410149	1.268047	86.946793	1.373459	-0.867054	179.214859	0.598567	35.584381	110.951569	-154.678864	40.146950	114.424782	178.536194	553.057312	112.892715	-164.725311	556.418640	107.662964	169.544617	62.366665
3744	-60.314941	-15.135498	292.803589	150.073242	-1.119690	186.874908		-13.325443	1.045956	86.936172	1.385966	-0.889781	179.192459	0.610244	35.564453	110.907639	-154.902466	40.135284	114.459198	178.372681	553.075012	112.902748	-164.953705	556.376892	107.652481	169.345245	62.383335
3745	1077.099609	2.816162	292.850525	-145.294189	-3.541260	186.815887		-10.005001	0.879206	86.928932	1.378227	-0.903651	179.196625	0.607904	35.561718	110.844315	-155.142395	40.104317	114.484756	178.203583	553.085205	112.906540	-165.148651	556.364746	107.639038	169.146118	62.400002
3746	63.061523	3.867188	292.914978	561.071777	5.809937	186.912720		-20.014236	0.545635	86.925858	1.352023	-0.905560	179.226425	0.591442	35.577168	110.770073	-155.397552	40.065273	114.495415	178.010193	553.084106	112.899086	-165.321014	556.383606	107.624557	168.932800	62.416668
3747	1013.488770	20.758667	293.260956	-42.517090	5.101318	186.997742		-17.540110	0.253300	86.926018	1.314308	-0.897727	179.274063	0.565420	35.605473	110.696518	-155.661255	40.026508	114.490822	177.786957	553.070618	112.880821	-165.485992	556.427551	107.611107	168.696350	62.433334
3748	-1698.815918	-7.554932	293.135040	-778.326416	-7.870789	186.866562		0.513293	0.261855	86.927711	1.275344	-0.886189	179.326950	0.538264	35.637451	110.634415	-155.921753	39.989803	114.475533	177.542084	553.047302	112.857224	-165.659546	556.485291	107.599937	168.437897	62.450001
3749	565.905762	1.876831	293.166321	332.281494	-2.332764	186.827682		-15.122691	0.009810	86.929375	1.245658	-0.878004	179.371353	0.519746	35.663658	110.590462	-156.165436	39.950680	114.456299	177.291687	553.020081	112.835907	-165.854462	556.543518	107.591881	168.168762	62.466667
3750	282.678223	6.588135	293.276123	348.101807	3.468933	186.885498		-31.585543	-0.516615	86.929695	1.232815	-0.878919	179.396667	0.517482	35.677597	110.566360	-156.381836	39.902897	114.438469	177.051147	552.996460	112.822754	-166.076141	556.591919	107.588020	167.904694	62.483334
3751	-388.696289	0.109863	293.277954	-17.633057	3.175049	186.938416		-7.086607	-0.634726	86.927612	1.239433	-0.891484	179.398544	0.534126	35.677467	110.559532	-156.568146	39.844746	114.422852	176.827148	552.982117	112.818924	-166.320404	556.626038	107.589386	167.657776	62.500000
3752	-1261.889648	-20.921631	292.929260	-713.891602	-8.723145	186.793030		-9.103239	-0.786446	86.922867	1.262900	-0.913851	179.379456	0.566317	35.666088	110.564606	-156.730530	39.783257	114.404930	176.614075	552.978638	112.820175	-166.573853	556.646667	107.595695	167.430573	62.516666
3753	1300.012207	0.745239	292.941681	792.224121	4.480591	186.867706		-12.618341	-0.996752	86.916565	1.296691	-0.939914	179.346695	0.605906	35.649326	110.574936	-156.882416	39.733223	114.377769	176.395508	552.983154	112.819252	-166.818817	556.655945	107.604591	167.216583	62.533333
3754	-871.105957	-13.773193	292.712128	-915.985107	-10.785828	186.687943		-16.845646	-1.277513	86.910820	1.332668	-0.961290	179.309189	0.642968	35.633873	110.584251	-157.040131	39.711113	114.337311	176.151276	552.991394	112.809853	-167.040771	556.654236	107.612274	167.005554	62.549999
3755	693.237305	-2.219238	292.675140	910.821533	4.394531	186.761185		-12.931852	-1.493044	86.907722	1.363438	-0.970355	179.274170	0.669170	35.624916	110.588318	-157.218292	39.727177	114.286461	175.868103	553.000854	112.789940	-167.235138	556.638733	107.615349	166.789886	62.566666
3756	-110.412598	-4.059448	292.607483	-173.748779	1.498718	186.786163		-15.682734	-1.754422	86.908104	1.384122	-0.963163	179.245895	0.680171	35.624138	110.586166	-157.426422	39.780037	114.234779	175.548248	553.011841	112.762283	-167.409058	556.606384	107.612457	166.568146	62.583332
3757	126.672363	-1.948242	292.575012	-197.918701	-1.799927	186.756165		-9.364386	-1.910496	86.911003	1.392809	-0.941459	179.226181	0.676054	35.629200	110.579994	-157.666840	39.856346	114.194244	175.212067	553.025696	112.732391	-167.577240	556.557739	107.604637	166.344849	62.599998
